"V1"	"V2"
6.57571363148876	5.40077130962145
4.18374236510012	3.40639090437333
7.96677845317484	3.37760297694254
4.48878758491378	3.20220299599756
7.12675585934928	3.40451320846021
6.01951002590821	3.3870652043714
5.41799474638375	2.15758173668643
5.17619822352937	4.66295810496865
6.65497546419477	1.70885181619658
7.54920035198421	4.42861089376158
5.528242938828	5.52473973240214
6.08031852582125	2.38173770350134
8.52815085273286	3.17627974025398
5.84203104995756	4.75779353560884
7.62403114437817	4.5866033517255
3.1364027331815	3.41049661534421
3.04747408197179	4.36836530165483
5.08281121455642	4.75658528902793
10.3091645913279	1.90413465059276
3.39668050348995	4.16845207066816
4.25991098997367	4.75419839196337
4.56694407519987	2.85415381444692
0.199259144134357	2.61949294066434
5.38487450417296	1.97140120542997
6.7183541044798	3.67502556922185
5.18598846272938	2.08654510914129
3.19797771579159	3.98090808588371
8.64898298489437	1.8977536943713
9.0006176622576	1.77178170029571
7.43699556821351	3.15464611033635
2.89351158611459	3.88255313368421
4.88995825992976	7.02750929892901
6.28663138555764	2.91058203020758
6.82274771023024	2.14911581746847
6.88831098457315	3.21638244735249
8.47062685974844	3.02004452956462
7.69800133851622	3.02145020733023
8.00357818682062	2.32010577068102
5.07926150868887	3.39706352356354
8.61454644342992	3.0882396863747
3.59895264546347	1.77206349338894
6.14614699708794	1.75243855736574
4.76313519578057	3.64491094604707
3.49189180576736	4.62701922346295
6.8851531249073	2.55241589350205
4.27079205931522	2.47781997788007
2.72196545105153	1.94128153982443
4.69410431058925	2.10958356799312
8.36577841945843	1.84927849124166
8.0415088038738	1.64022456480365
5.43186209872691	0.633005804201672
7.714328899381	3.4320413463483
5.98659943907073	4.78051551928703
3.38595666567279	3.21874648753968
6.39090864414305	2.10685932921123
8.22655179564683	2.22247646014578
4.88218772995114	5.9206353043664
6.10840135714803	2.39665822065466
7.28696864330651	1.49952813265823
3.88523924133735	4.88246724741423
5.41662305390289	3.92130765449362
5.22754176350659	1.49936248966235
5.78686948017733	2.12081253245535
7.50310919939916	1.90481300321416
5.02217861086155	4.14876401785386
2.21117969153442	2.2454646012564
5.17739073833337	3.36754405438301
3.75306180408464	3.22164396076078
5.97344290151316	2.55350422668523
3.68669045475243	1.97588233055667
6.96630751239828	2.05146859499598
6.22119967218461	5.08721825199553
3.60041257882388	4.32406723928112
6.2136757885963	4.58267068746478
5.51345931608382	1.63704569819839
3.89179026670286	4.45968304758498
4.5329084987336	1.95139380237246
7.69034151376397	3.07205674731108
4.53819105647933	4.75250180450087
5.9503711354195	4.38790625571358
5.90028726377095	4.75552398335391
5.62830220976008	2.14965850088013
8.72620698223211	1.74620021819815
2.4185067656276	3.22573146579323
4.41799188579533	3.88518053792534
5.95914625676444	4.07131437480812
3.21855264092048	2.99452747959223
4.36037683959872	1.92570355554926
6.08401979924402	4.7700739440649
6.26184445289381	2.05660995619411
3.7347436314108	3.43547048116342
5.65697215811899	4.24437631846837
8.39980817967389	2.37481044199728
2.27307395223498	4.00536380199409
5.01017132934203	3.78015175610612
5.41821479255913	4.56591307542043
3.15945286408553	5.87494695147258
8.47270372297835	3.1303107073912
3.39511098497056	2.80361968210836
2.32748932813971	3.80732781227794
8.02694802123053	2.65034174607392
3.18247169457712	4.85030526882823
7.42416271424969	4.62849397454134
7.69261269904557	1.69621784778229
2.8900356572121	3.19575077189045
8.30971739121788	2.10700669988945
3.48974252400907	4.77938602851997
4.47422385912726	4.24697913982978
3.71291281466266	3.43900416032476
7.31621675510545	1.86765363096709
8.0842320884369	1.73880198579671
3.63242944499371	4.58695658063417
6.98034823031198	1.59084432577094
3.33879892145551	5.2265499237354
6.00107888393488	1.31443327650064
7.76976553695145	3.48253461063003
3.16199660316725	2.04836750752592
4.35321894157737	4.36246458123008
5.35656438957156	1.79633634517087
4.61313815745358	4.39527879631118
3.73215874381365	3.40511214738493
5.21934523552065	2.49877476419004
6.7885001352787	4.85155228440229
7.08671244557661	2.89855641365836
6.60552386066113	4.0777337901397
4.89597617673499	6.00025311415377
7.28894739625043	1.75998490204583
7.59110341696249	2.15710923967197
6.10465451597574	2.01410690247069
6.49805042264667	5.05811366755331
1.16082772863991	4.2935467537849
3.3161999386012	3.02485321829355
7.12910302430566	1.75932535674867
3.28132943993543	2.20841909319069
8.44168330288006	2.89081846253392
5.98547298417042	1.77605936423028
7.30401881467484	2.02830108450947
6.26466056882884	5.22514066819169
3.96687111995605	3.32263500807429
3.34889366191355	2.70098508450166
6.84142546250146	4.33173042590335
5.54044445985598	4.50631474402006
4.16001368909472	2.45077349272065
7.04002296589736	3.42985311868429
3.99142421433982	4.84148004597715
7.98498437675091	3.59222027945871
2.68025812198641	1.99843311487268
5.96662791148155	4.02649888336794
6.82187943915547	3.29519801553989
4.6248769793939	3.81043314346234
7.05262201219518	3.55210574718821
9.05619577536338	3.33634411102027
5.9657850255529	1.90933000777682
3.26264148772044	3.70492176690269
6.44357328857529	4.84072187560596
5.45831190804015	1.81461444831251
7.02796800195368	3.80905053280649
2.98658039864377	4.94172837174006
4.88907270488752	1.7734476467649
2.92251518227932	5.4041597406193
8.38997787623627	3.34075378695683
3.94493365680776	4.16344695869951
5.7936920632596	1.9894541689066
8.18146324241913	1.39083318456748
3.42142963138995	1.07537580776747
3.94408891959142	1.91363627134589
4.80293056895538	3.53818810217684
7.48861275195124	4.02232456455703
6.60578889207132	4.1413825595984
4.30964247609141	1.77776776732233
5.31120724117428	4.93034355087025
6.6008831125129	1.84213191749878
6.43748289054324	3.97472488747521
3.95623549210023	5.63047004722679
2.97030660834542	5.5954365384678
6.82256573100496	3.57846121665445
2.51446939851228	2.41275983867862
4.57613443144661	4.00424015349986
4.93747023653649	1.94838633797106
5.66784124406392	2.25543655465104
6.45631262467763	1.78832888693661
6.00422903780679	5.87598880786205
5.59404826086721	4.5858987083672
3.12192378502968	4.54052646047547
3.98278131107697	4.0094161226494
4.3178125083565	4.09207264898289
5.1580822140112	5.10595021841447
4.02495563867264	4.51639280230154
2.12839651481216	2.82487170703215
7.41953115874398	2.40996402142765
3.78465820122513	3.29580882872603
3.57241272370362	2.85967338913939
7.84397593910503	3.71759345477562
5.27189036880512	2.26207575783236
7.09873973282147	2.27711265755111
6.19972429031018	3.62736845512791
5.87675271780845	3.79591703737585
6.80337583515588	3.3188372543122
5.61578859150637	3.09403870288898
3.32883413208988	4.03890854955246
7.0086787632168	2.25774831640732
4.82379379588913	3.96786361470737
3.53728521194833	3.42269770446578
7.72570948081018	1.6281305461369
5.66489816417343	5.20136327569546
4.41275207464702	3.89177690162679
2.73957817027605	1.75894370643086
7.25868576708982	4.18269471875624
4.16757848406575	3.68511048457915
4.0610234348841	5.00039193072473
2.18482984972563	3.79946903914457
6.25586440903536	3.93930467815723
5.93555502465182	1.23608917057767
6.26115544826364	4.54528071351518
3.96715006643805	2.16065421278789
6.81811468010403	4.59543794416952
6.17787882240588	4.41041237707326
5.03085996770816	5.99873145244086
6.95667000466634	1.48081485037
6.63794625673412	4.8383338732672
4.50882206033235	2.38312767289136
5.32566415747904	2.83400182205033
8.89955464628392	2.06865217365616
8.21483054288379	2.48651482996568
5.71825549023859	5.6417237283158
8.17160520982283	2.56927726124628
7.44231059895793	2.67854806983929
8.35805202098329	1.91120122335253
5.29348135920154	2.20347898901646
6.71939860268434	1.75343281538585
8.23994698551292	3.25349371675238
8.01389874933997	3.8450008375486
6.32954874764235	1.90635597132973
8.13978959534424	3.56359492667
4.30182817581543	4.42427191845418
6.09558333368133	1.97320194380585
3.75062248581203	3.84340362938398
5.86416895414064	2.25858605303481
7.04933095638723	2.21661700527409
7.01096151819343	3.51966472226132
4.2148965975737	3.70842732310709
3.35540151390459	4.90975772985566
4.19321920134862	4.19042820944348
4.17332780325908	2.03828523198848
3.78098321907549	6.28836041290132
6.39623052976428	2.17658719577818
5.84318048550973	5.35858197177375
8.84916880885555	2.21318779483959
4.14321212425869	5.95368001462244
4.51444701243423	3.1619385398271
6.08062214016181	1.74521329958239
6.84926985124139	3.71851165605168
3.48833972031935	3.90284936859564
4.99279636459188	1.83091993330508
4.14104123476142	4.65981108805421
8.66353509944653	1.75869644280494
4.94318329135312	4.52705459669139
3.96793320536435	4.16871102390672
5.94627648428396	1.93651533898108
5.32553675777851	2.23025815968559
4.2121871456139	2.10271681402446
4.9924307124489	4.13410028484603
8.3633770988612	2.50678295844359
8.71739347167962	3.01739650144802
4.07237412757885	2.6251868886311
3.85408687842959	3.99080285236657
6.07667457445028	3.85072294538415
5.91265312677027	1.57967773327375
6.43810617091269	4.98442039935411
2.9127915728885	3.34392353087785
2.24664767483325	2.72650793655827
8.20567307840031	2.15903172340889
5.57129981456427	2.78361346073448
7.13704808822476	3.70969254744179
7.75031656466289	1.39587975813792
2.797879447382	2.15346040527575
3.00255162021997	4.3383522636604
8.1057138561384	1.75605271025207
7.44606910867792	2.51736204921102
6.30319546379877	4.10630876683621
3.08256715515852	5.63227730988838
2.91692031584367	2.91496675702325
3.34472938664808	1.63261445581023
7.22488579053944	3.25328604119367
6.29767336802317	2.0132527992617
4.54021301512874	4.75058740407612
6.66367216701203	5.05483244202519
2.24347922908858	4.99872615244882
3.9273477420121	4.07576766004967
2.78987676674801	3.28210928322738
7.84665301819301	2.01687496917602
6.91842699653176	3.51036242164126
3.93079150743095	3.65311891525631
8.01136638037377	2.04653901015308
7.90227591792063	3.35755637637019
6.9888234184784	3.47008302664207
4.27499482356892	4.55956036399964
8.46044982592269	2.53125794961827
6.08614570977485	4.70209319704608
3.8148954318502	5.05230694521564
6.67979264136155	1.9248655535674
5.55179792790858	2.6188783187406
5.22890254152157	1.66750561245192
3.23249223183677	3.06569647303442
4.21539244143653	4.26358480129294
3.64346781302737	5.80730771755501
8.57529345132527	1.68515910557033
6.38940970632777	3.68497107463594
5.73159503404365	2.30938491646575
7.23065474569163	2.80238737529806
5.9294175647421	2.25585609068095
2.98153228417588	2.19323485928404
6.09569476601595	1.97646769094812
6.97751130557207	4.18341192885382
5.53161915439309	1.78432506937319
8.03500481259597	2.93249578570308
3.75155462254278	4.92406734080395
4.74744769751802	3.53994243253211
3.08046789596613	1.86481381673033
5.15135991872461	3.78131721773461
7.89429258977104	2.44769780470896
4.34881554726128	2.3554693088689
3.61773822890141	4.19667840929699
5.55881603048791	5.53328763469424
6.1304817658695	4.01236821505613
6.58604758368401	1.74111075833823
4.07825299881954	6.16163398264607
5.83343849914776	2.25343538828604
4.01641993693947	3.90884941361703
4.7800374750619	3.99481659110367
2.64112853222801	3.15417647167485
9.15367836809445	1.99408954897249
6.28904721520868	3.19583031260513
6.21915676172555	4.42723263318473
4.57560770879331	1.71581439164822
3.076777533595	4.90424193790816
4.30386188896166	5.07220927733848
8.13015405712642	1.67521735695144
7.03196672831855	4.45659871922471
6.53690177145254	4.22715433130021
